metro_info,flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,year_of_bulding,price
"{'Underground name': ['Площадь Александра Невского', 'Площадь Восстания', 'Маяковская'], 'Underground time': ['22', '22', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,4-комнатная,79.2,48.2,7.0,3,1906,13800000
"{'Underground name': ['Пушкинская', 'Технологический институт', 'Фрунзенская'], 'Underground time': ['12', '13', '15'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,72.1,48.1,9.6,1,1864,13600000
"{'Underground name': ['Площадь Александра Невского', 'Площадь Восстания', 'Маяковская'], 'Underground time': ['12', '15', '19'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,64.2,25.5,9.2,3,1913,13400000
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['19', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,33.04,14.2,11.5,11,2025,14000000
"{'Underground name': ['Московская', 'Звездная', 'Ленинский проспект'], 'Underground time': ['15', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,45.0,30.0,10.0,3,2018,13700000
"{'Underground name': ['Ленинский проспект', 'Проспект Ветеранов', 'Автово'], 'Underground time': ['10', '15', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,65.0,42.0,10.0,3,1986,14499995
"{'Underground name': ['Новочеркасская', 'Ладожская', 'Чернышевская'], 'Underground time': ['23', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,52.7,30.0,8.1,3,1956,13400000
"{'Underground name': ['Лесная', 'Черная речка', 'Выборгская'], 'Underground time': ['14', '22', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,52.0,25.0,13.0,7,2021,14499000
"{'Underground name': ['Комендантский проспект', 'Пионерская', 'Старая Деревня'], 'Underground time': ['7', '10', '11'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,65.4,33.2,12.8,8,2023,14500000
"{'Underground name': ['Комендантский проспект', 'Пионерская', 'Удельная'], 'Underground time': ['10', '16', '16'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,66.9,27.7,20.0,7,2024,13100000
"{'Underground name': ['Черная речка', 'Лесная', 'Пионерская'], 'Underground time': ['13', '25', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,99.5,68.5,8.6,3,1916,12999000
"{'Underground name': ['Проспект Просвещения', 'Озерки', 'Парнас'], 'Underground time': ['9', '10', '10'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,53.5,21.5,12.0,4,2009,11800000
"{'Underground name': ['Пионерская', 'Комендантский проспект', 'Удельная'], 'Underground time': ['6', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,68.7,43.7,7.1,3,1982,11800000
"{'Underground name': ['Фрунзенская', 'Технологический институт', 'Балтийская'], 'Underground time': ['3', '17', '18'], 'Transport type': ['legs', 'legs', 'legs']}",1,1-комнатная,34.5,18.0,6.2,2,2015,12900000
"{'Underground name': ['Ленинский проспект', 'Проспект Ветеранов', 'Автово'], 'Underground time': ['11', '11', '12'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,50.0,19.5,16.0,7,2014,13050000
"{'Underground name': ['Горный институт', 'Приморская', 'Василеостровская'], 'Underground time': ['откроется', '23', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,52.4,30.7,9.7,4,1955,11990000
"{'Underground name': ['Ломоносовская', 'Пролетарская', 'Улица Дыбенко'], 'Underground time': ['5', '6', '7'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,58.3,31.8,10.7,8,2010,12500000
"{'Underground name': ['Рыбацкое', 'Пролетарская', 'Обухово'], 'Underground time': ['25', '9', '9'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,82.0,45.0,16.3,3,2017,12500000
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['15', '7', '10'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,74.5,44.3,10.5,23,2014,12300000
"{'Underground name': ['Ленинский проспект', 'Автово', 'Проспект Ветеранов'], 'Underground time': ['9', '10', '10'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,65.1,30.0,16.0,15,2008,12980000
"{'Underground name': ['Приморская', 'Спортивная', 'Чкаловская'], 'Underground time': ['13', '13', '16'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,54.1,24.3,12.2,7,2024,12700000
"{'Underground name': ['Проспект Просвещения', 'Озерки', 'Парнас'], 'Underground time': ['4', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,5-комнатная,93.0,70.0,7.0,6,1976,11900000
"{'Underground name': ['Приморская', 'Василеостровская'], 'Underground time': ['17', '5'], 'Transport type': ['legs', 'car']}",1,3-комнатная,81.3,49.2,12.3,8,1976,12000000
"{'Underground name': ['Московские ворота', 'Электросила', 'Фрунзенская'], 'Underground time': ['9', '17', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,75.0,50.8,8.4,5,1914,12500000
"{'Underground name': ['Выборгская', 'Ладожская', 'Новочеркасская'], 'Underground time': ['7', '7', '7'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,39.2,19.1,11.6,5,2010,12000000
"{'Underground name': ['Комендантский проспект', 'Пионерская', 'Старая Деревня'], 'Underground time': ['6', '9', '10'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,60.0,30.0,12.0,3,2016,12399000
"{'Underground name': ['Приморская', 'Горный институт', 'Василеостровская'], 'Underground time': ['6', 'откроется', '10'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,35.0,12.5,14.5,4,2025,11980000
"{'Underground name': ['Ладожская', 'Проспект Большевиков', 'Улица Дыбенко'], 'Underground time': ['19', '22', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,61.6,34.1,10.7,21,2013,12500000
"{'Underground name': ['Комендантский проспект', 'Пионерская', 'Старая Деревня'], 'Underground time': ['8', '19', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,80.0,48.0,15.0,2,1994,12990000
"{'Underground name': ['Парк Победы', 'Московская', 'Бухарестская'], 'Underground time': ['16', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,41.5,24.8,4.8,4,2006,13000000
"{'Underground name': ['Кировский завод', 'Автово', 'Ленинский проспект'], 'Underground time': ['9', '11', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,82.7,55.0,10.0,4,1963,12500000
"{'Underground name': ['Проспект Просвещения', 'Озерки', 'Парнас'], 'Underground time': ['18', '6', '7'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,51.0,35.0,11.0,11,2010,12500000
"{'Underground name': ['Петроградская', 'Чкаловская', 'Горьковская'], 'Underground time': ['6', '15', '19'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,67.2,31.4,14.9,3,2023,27500000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Чкаловская'], 'Underground time': ['21', '25', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,75.5,37.5,20.3,7,2023,28990000
"{'Underground name': ['Петроградская', 'Горьковская', 'Чкаловская'], 'Underground time': ['3', '17', '22'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,77.0,41.1,15.7,2,1915,26900000
"{'Underground name': ['Чкаловская', 'Спортивная', 'Петроградская'], 'Underground time': ['3', '13', '19'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,82.0,37.6,15.2,2,1910,26900000
"{'Underground name': ['Электросила', 'Бухарестская', 'Парк Победы'], 'Underground time': ['18', '23', '23'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,96.4,39.0,25.0,9,2024,27990000
"{'Underground name': ['Удельная', 'Озерки', 'Пионерская'], 'Underground time': ['5', '5', '5'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,110.2,67.4,15.2,7,2003,26950000
"{'Underground name': ['Маяковская', 'Площадь Восстания', 'Владимирская'], 'Underground time': ['3', '3', '11'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,72.8,30.9,18.5,5,1874,27900000
"{'Underground name': ['Старая Деревня', 'Крестовский остров', 'Беговая'], 'Underground time': ['18', '25', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,50.9,12.9,19.5,5,2017,27000000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['3', '17', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,4-комнатная,127.3,79.0,16.0,19,2006,29300000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Чкаловская'], 'Underground time': ['5', '5', '5'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,69.1,36.2,16.9,6,2022,29000000
"{'Underground name': ['Пушкинская', 'Звенигородская', 'Спасская'], 'Underground time': ['5', '7', '11'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,54.0,34.0,15.0,7,1905,27950000
"{'Underground name': ['Фрунзенская', 'Технологический институт', 'Балтийская'], 'Underground time': ['2', '14', '17'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,74.1,30.0,27.0,5,2023,27999000
"{'Underground name': ['Новочеркасская', 'Ладожская', 'Площадь Александра Невского'], 'Underground time': ['12', '25', '7'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,74.0,31.0,18.0,6,2022,27950000
"{'Underground name': ['Петроградская', 'Выборгская', 'Чкаловская'], 'Underground time': ['16', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,83.0,53.0,11.0,6,2017,29500000
"{'Underground name': ['Московская', 'Звездная', 'Парк Победы'], 'Underground time': ['17', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,128.5,59.0,34.7,6,2025,28500000
"{'Underground name': ['Выборгская', 'Площадь Ленина', 'Новочеркасская'], 'Underground time': ['6', '6', '7'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,73.2,35.0,13.6,12,2018,27500000
"{'Underground name': ['Приморская', 'Василеостровская', 'Крестовский остров'], 'Underground time': ['7', '12', '15'], 'Transport type': ['car', 'car', 'car']}",1,4-комнатная,137.2,76.7,20.1,2,2023,26754000
"{'Underground name': ['Чернышевская', 'Площадь Восстания', 'Маяковская'], 'Underground time': ['12', '13', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,82.0,38.3,19.3,2,1914,29000000
"{'Underground name': ['Петроградская', 'Чкаловская', 'Горьковская'], 'Underground time': ['8', '14', '23'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,85.1,43.7,15.0,3,1913,27900000
"{'Underground name': ['Московская', 'Парк Победы', 'Электросила'], 'Underground time': ['10', '16', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,73.0,39.4,13.4,14,2016,27500000
"{'Underground name': ['Крестовский остров', 'Василеостровская', 'Зенит'], 'Underground time': ['21', '6', '8'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,66.2,35.4,12.9,6,2022,28850000
"{'Underground name': ['Чернышевская', 'Площадь Ленина', 'Площадь Восстания'], 'Underground time': ['6', '20', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,100.0,59.1,27.0,2,1826,27000000
"{'Underground name': ['Крестовский остров', 'Василеостровская', 'Зенит'], 'Underground time': ['21', '6', '8'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,70.2,35.7,13.2,6,2022,26990000
"{'Underground name': ['Василеостровская', 'Спортивная', 'Чкаловская'], 'Underground time': ['4', '4', '5'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,65.77,35.8,19.0,4,2029,23900000
"{'Underground name': ['Спортивная', 'Чкаловская', 'Василеостровская'], 'Underground time': ['11', '19', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,75.2,35.0,15.4,1,2008,26490000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['22', '23', '25'], 'Transport type': ['car', 'car', 'car']}",1,5-комнатная,134.0,66.0,27.0,4,1997,22900000
"{'Underground name': ['Чернышевская', 'Площадь Ленина', 'Гостиный двор'], 'Underground time': ['17', '21', '23'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,114.0,82.1,17.2,2,1917,25900000
"{'Underground name': ['Спортивная', 'Горьковская', 'Чкаловская'], 'Underground time': ['9', '16', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,54.4,33.3,7.9,3,1957,24300000
"{'Underground name': ['Балтийская', 'Нарвская', 'Технологический институт'], 'Underground time': ['4', '4', '4'], 'Transport type': ['car', 'car', 'car']}",1,4-комнатная,172.4,110.0,20.0,2,1872,24999000
"{'Underground name': ['Петроградская', 'Выборгская', 'Горьковская'], 'Underground time': ['16', '4', '5'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,70.5,37.2,19.7,1,2019,25000000
"{'Underground name': ['Площадь Восстания', 'Маяковская', 'Площадь Александра Невского'], 'Underground time': ['9', '12', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,67.8,36.7,17.0,3,1894,26900000
"{'Underground name': ['Маяковская', 'Площадь Восстания', 'Владимирская'], 'Underground time': ['4', '7', '13'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,80.0,51.9,10.6,5,1900,26000000
"{'Underground name': ['Проспект Просвещения', 'Парнас', 'Озерки'], 'Underground time': ['10', '10', '10'], 'Transport type': ['car', 'car', 'car']}",1,4-комнатная,112.4,52.4,39.0,4,2009,23225000
"{'Underground name': ['Черная речка', 'Лесная', 'Выборгская'], 'Underground time': ['12', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,68.4,29.1,10.0,3,2015,23500000
"{'Underground name': ['Балтийская', 'Садовая', 'Спасская'], 'Underground time': ['22', '23', '24'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,112.3,73.0,15.0,2,1907,24900000
"{'Underground name': ['Новочеркасская', 'Ладожская', 'Площадь Александра Невского'], 'Underground time': ['13', '24', '7'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,59.6,20.9,19.9,5,2019,23550000
"{'Underground name': ['Садовая', 'Спасская', 'Сенная площадь'], 'Underground time': ['11', '12', '13'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,151.4,100.6,29.8,3,1867,23500000
"{'Underground name': ['Василеостровская', 'Спортивная', 'Чкаловская'], 'Underground time': ['4', '4', '5'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,65.8,35.8,19.0,4,2029,23900000
"{'Underground name': ['Лесная', 'Выборгская', 'Площадь Ленина'], 'Underground time': ['13', '18', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,4-комнатная,87.0,42.3,24.6,9,2021,24700000
"{'Underground name': ['Приморская', 'Василеостровская'], 'Underground time': ['17', '8'], 'Transport type': ['legs', 'car']}",1,2-комнатная,82.1,44.2,15.0,5,2004,25500000
"{'Underground name': ['Пролетарская', 'Ломоносовская', 'Обухово'], 'Underground time': ['12', '20', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,108.6,52.0,20.6,12,2009,23900000
"{'Underground name': ['Петроградская', 'Горьковская', 'Чкаловская'], 'Underground time': ['3', '18', '21'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,111.8,77.2,11.3,3,1912,26500000
"{'Underground name': ['Петроградская', 'Выборгская', 'Горьковская'], 'Underground time': ['15', '4', '5'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,58.6,17.0,19.6,3,2020,23990000
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Черная речка'], 'Underground time': ['11', '18', '18'], 'Transport type': ['car', 'car', 'car']}",1,3-комнатная,83.6,35.0,22.1,3,2015,24500000
"{'Underground name': ['Удельная', 'Озерки', 'Пионерская'], 'Underground time': ['14', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,128.5,75.0,13.0,3,1998,26500000
"{'Underground name': ['Василеостровская', 'Спортивная', 'Чкаловская'], 'Underground time': ['7', '7', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,81.0,50.7,7.2,2,1860,23990000
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['6', '6', '7'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,93.7,54.0,7.5,2,2001,23450000
"{'Underground name': ['Звездная', 'Купчино', 'Московская'], 'Underground time': ['17', '19', '19'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,37.2,15.8,17.4,2,2024,6990000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['23', '24', '26'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,42.3,18.0,12.6,2,2014,7699000
"{'Underground name': ['Пионерская', 'Комендантский проспект', 'Удельная'], 'Underground time': ['18', '19', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,43.9,26.8,6.3,8,1976,7300000
"{'Underground name': ['Ленинский проспект', 'Автово', 'Проспект Ветеранов'], 'Underground time': ['7', '8', '8'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,31.5,16.1,8.5,5,2008,6990000
"{'Underground name': ['Купчино', 'Дунайская', 'Звездная'], 'Underground time': ['13', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,47.4,28.1,7.2,6,1979,7700000
"{'Underground name': ['Ладожская', 'Проспект Большевиков'], 'Underground time': ['8', '9'], 'Transport type': ['car', 'car']}",1,2-комнатная,46.0,28.8,7.0,9,1980,6800000
"{'Underground name': ['Комендантский проспект', 'Старая Деревня', 'Пионерская'], 'Underground time': ['25', '7', '8'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,38.5,20.0,10.2,2,1989,7280000
"{'Underground name': ['Академическая', 'Площадь Мужества', 'Гражданский проспект'], 'Underground time': ['11', '11', '12'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,43.5,28.4,5.5,4,1962,7390000
"{'Underground name': ['Ленинский проспект', 'Автово', 'Проспект Ветеранов'], 'Underground time': ['9', '10', '10'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,38.9,14.4,12.7,15,2017,7400000
"{'Underground name': ['Проспект Славы', 'Международная', 'Дунайская'], 'Underground time': ['12', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,34.4,19.3,7.2,4,1988,6900000
"{'Underground name': ['Комендантский проспект', 'Старая Деревня', 'Удельная'], 'Underground time': ['8', '12', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,29.9,14.6,8.8,16,2021,6990000
"{'Underground name': ['Шушары', 'Купчино', 'Звездная'], 'Underground time': ['17', '18', '21'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,36.05,17.1,10.3,4,2024,7000000
"{'Underground name': ['Улица Дыбенко', 'Проспект Большевиков', 'Ломоносовская'], 'Underground time': ['19', '25', '8'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,44.7,27.7,6.8,2,1977,7500000
"{'Underground name': ['Ленинский проспект', 'Проспект Ветеранов', 'Автово'], 'Underground time': ['19', '19', '21'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,62.6,39.0,11.0,5,2003,7500000
"{'Underground name': ['Озерки', 'Удельная', 'Проспект Просвещения'], 'Underground time': ['12', '13', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,37.9,11.9,15.8,8,2024,6900000
"{'Underground name': ['Старая Деревня', 'Крестовский остров', 'Комендантский проспект'], 'Underground time': ['6', '25', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,35.3,15.7,10.9,12,1970,7600000
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['9', '7', '9'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,39.6,15.4,15.7,18,2013,7190000
"{'Underground name': ['Новочеркасская', 'Ладожская', 'Площадь Александра Невского'], 'Underground time': ['6', '14', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,46.9,28.7,6.5,2,1962,7200000
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Черная речка'], 'Underground time': ['7', '8', '8'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,38.8,20.0,8.0,1,1991,7500000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '11', '12'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,40.3,19.0,11.8,2,2016,7700000
"{'Underground name': ['Проспект Просвещения', 'Парнас', 'Комендантский проспект'], 'Underground time': ['10', '11', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,36.6,13.9,13.9,2,2020,7700000
"{'Underground name': ['Московская', 'Бухарестская', 'Международная'], 'Underground time': ['6', '7', '7'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,32.6,16.0,9.5,1,2012,7390000
"{'Underground name': ['Комендантский проспект', 'Старая Деревня', 'Озерки'], 'Underground time': ['8', '12', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,33.1,12.1,14.5,9,2020,7350000
"{'Underground name': ['Кировский завод', 'Нарвская', 'Автово'], 'Underground time': ['17', '21', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,42.7,27.3,5.5,5,1961,7200000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['8', '9', '11'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,44.0,26.5,6.5,7,1977,6330000
"{'Underground name': ['Купчино', 'Шушары', 'Звездная'], 'Underground time': ['16', '16', '17'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,51.0,30.2,8.2,2,2021,6550000
"{'Underground name': ['Пионерская', 'Комендантский проспект', 'Старая Деревня'], 'Underground time': ['11', '21', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,1-комнатная,30.9,15.4,8.0,9,1973,6500000
"{'Underground name': ['Проспект Славы', 'Международная', 'Бухарестская'], 'Underground time': ['17', '5', '7'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,44.1,29.7,7.0,4,1965,6590000
"{'Underground name': ['Проспект Славы', 'Международная', 'Бухарестская'], 'Underground time': ['17', '5', '7'], 'Transport type': ['legs', 'car', 'car']}",1,2-комнатная,44.8,30.3,7.1,4,1965,6500000
"{'Underground name': ['Проспект Просвещения', 'Озерки', 'Парнас'], 'Underground time': ['12', '12', '13'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,35.56,11.3,11.5,7,2025,6350000
"{'Underground name': ['Комендантский проспект', 'Старая Деревня', 'Беговая'], 'Underground time': ['7', '11', '12'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,34.7,11.0,16.0,2,2022,6850000
"{'Underground name': ['Лесная', 'Выборгская', 'Площадь Ленина'], 'Underground time': ['6', '7', '7'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,44.5,28.7,5.7,2,1961,6500000
"{'Underground name': ['Лесная', 'Площадь Мужества', 'Пионерская'], 'Underground time': ['6', '5', '4'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,37.9,20.0,9.0,1,1970,6490000
"{'Underground name': ['Ладожская', 'Улица Дыбенко', 'Проспект Большевиков'], 'Underground time': ['5', '6', '7'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,35.6,18.2,8.1,1,1985,6470000
"{'Underground name': ['Звездная', 'Московская', 'Купчино'], 'Underground time': ['19', '20', '21'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.5,10.0,15.1,5,2024,6450000
"{'Underground name': ['Парнас', 'Озерки', 'Проспект Просвещения'], 'Underground time': ['22', '8', '9'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,34.0,12.0,14.0,19,2021,6890000
"{'Underground name': ['Купчино', 'Московская', 'Звездная'], 'Underground time': ['20', '20', '21'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,37.5,10.3,15.3,5,2024,6500000
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['24', '23', '24'], 'Transport type': ['car', 'car', 'car']}",0,Студия,24.4,12.8,3.0,7,2024,5599263
"{'Underground name': ['Ленинский проспект', 'Проспект Ветеранов', 'Автово'], 'Underground time': ['23', '23', '25'], 'Transport type': ['car', 'car', 'car']}",1,Неизвестно,55.9,39.7,5.2,3,1964,5610000
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['14', '5', '8'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,42.3,30.5,5.5,5,1967,5700000
"{'Underground name': ['Шушары', 'Дунайская', 'Обухово'], 'Underground time': ['11', '14', '15'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,39.46,15.1,10.5,2,2025,5721700
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['16', '16', '21'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,44.0,22.1,10.9,7,2021,5535000
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Старая Деревня'], 'Underground time': ['15', '23', '23'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,34.9,15.5,12.0,1,2015,5650000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['5', '8', '5'], 'Transport type': ['car', 'car', 'car']}",0,Студия,28.5,13.5,5.4,2,2023,5614500
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,34.7,11.4,15.6,1,2025,5638750
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '22', '22'], 'Transport type': ['car', 'car', 'car']}",0,Студия,27.0,14.5,3.3,3,2024,5541571
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['23', '23', '23'], 'Transport type': ['car', 'car', 'car']}",0,Студия,25.6,13.0,3.2,3,2024,5679309
"{'Underground name': ['Рыбацкое', 'Обухово', 'Пролетарская'], 'Underground time': ['10', '9', '10'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,28.0,14.0,9.0,1,2023,5688333
"{'Underground name': ['Ломоносовская', 'Обухово', 'Пролетарская'], 'Underground time': ['9', '9', '10'], 'Transport type': ['car', 'car', 'car']}",1,1-комнатная,32.0,16.0,8.0,15,2009,5790000
"{'Underground name': ['Купчино', 'Шушары', 'Обухово'], 'Underground time': ['22', '13', '16'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,40.45,12.4,19.4,8,2025,5718618
"{'Underground name': ['Проспект Ветеранов', 'Ленинский проспект', 'Автово'], 'Underground time': ['11', '12', '14'], 'Transport type': ['car', 'car', 'car']}",0,Студия,27.12,10.6,7.7,2,2025,5507873
"{'Underground name': ['Шушары', 'Купчино', 'Дунайская'], 'Underground time': ['16', '17', '21'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,51.9,32.1,8.8,6,2021,5744000
"{'Underground name': ['Ладожская', 'Новочеркасская', 'Площадь Александра Невского'], 'Underground time': ['9', '4', '6'], 'Transport type': ['legs', 'car', 'car']}",0,Студия,20.96,13.0,3.0,15,2025,5629017
"{'Underground name': ['Академическая', 'Гражданский проспект', 'Девяткино'], 'Underground time': ['15', '6', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,36.0,12.6,15.9,12,2025,5716800
